people.sex|people.race|households.hh_income|people.age|households.hh_size|households.latitude|households.longitude|pumsp.hisp|pumsp.schl|pumsp.semp|pumsp.rac1p
1|2|38000|6|4|35.1041493|-78.9062386|24|02||2
1|2|38000|21|4|35.1041493|-78.9062386|01|09|000000|2
2|2|38000|24|4|35.1041493|-78.9062386|01|06|000000|2
2|2|38000|0|4|35.1041493|-78.9062386|03|||2
1|2|38000|6|4|35.1146073|-78.9267637|24|02||2
1|2|38000|21|4|35.1146073|-78.9267637|01|09|000000|2
2|2|38000|24|4|35.1146073|-78.9267637|01|06|000000|2
2|2|38000|0|4|35.1146073|-78.9267637|03|||2
1|2|38000|6|4|35.0709430|-79.0084864|24|02||2
1|2|38000|21|4|35.0709430|-79.0084864|01|09|000000|2
2|2|38000|24|4|35.0709430|-79.0084864|01|06|000000|2
2|2|38000|0|4|35.0709430|-79.0084864|03|||2
1|2|38000|6|4|35.0717105|-79.0166991|24|02||2
1|2|38000|21|4|35.0717105|-79.0166991|01|09|000000|2
2|2|38000|24|4|35.0717105|-79.0166991|01|06|000000|2
2|2|38000|0|4|35.0717105|-79.0166991|03|||2
1|2|38000|6|4|35.0932772|-78.9115441|24|02||2
1|2|38000|21|4|35.0932772|-78.9115441|01|09|000000|2
2|2|38000|24|4|35.0932772|-78.9115441|01|06|000000|2
2|2|38000|0|4|35.0932772|-78.9115441|03|||2
1|2|38000|6|4|35.0632152|-79.0069820|24|02||2
1|2|38000|21|4|35.0632152|-79.0069820|01|09|000000|2
2|2|38000|24|4|35.0632152|-79.0069820|01|06|000000|2
2|2|38000|0|4|35.0632152|-79.0069820|03|||2
1|2|38000|6|4|35.0797933|-78.8804167|24|02||2
1|2|38000|21|4|35.0797933|-78.8804167|01|09|000000|2
2|2|38000|24|4|35.0797933|-78.8804167|01|06|000000|2
2|2|38000|0|4|35.0797933|-78.8804167|03|||2
1|2|38000|6|4|35.0793910|-78.9616807|24|02||2
1|2|38000|21|4|35.0793910|-78.9616807|01|09|000000|2
2|2|38000|24|4|35.0793910|-78.9616807|01|06|000000|2
2|2|38000|0|4|35.0793910|-78.9616807|03|||2
1|2|38000|6|4|35.1066253|-78.9023925|24|02||2
1|2|38000|21|4|35.1066253|-78.9023925|01|09|000000|2
2|2|38000|24|4|35.1066253|-78.9023925|01|06|000000|2
2|2|38000|0|4|35.1066253|-78.9023925|03|||2
1|2|38000|6|4|35.0597603|-78.9604167|24|02||2
1|2|38000|21|4|35.0597603|-78.9604167|01|09|000000|2
2|2|38000|24|4|35.0597603|-78.9604167|01|06|000000|2
2|2|38000|0|4|35.0597603|-78.9604167|03|||2
1|2|38000|6|4|35.0790391|-78.9033913|24|02||2
1|2|38000|21|4|35.0790391|-78.9033913|01|09|000000|2
2|2|38000|24|4|35.0790391|-78.9033913|01|06|000000|2
2|2|38000|0|4|35.0790391|-78.9033913|03|||2
1|2|38000|6|4|35.0789565|-78.9052946|24|02||2
1|2|38000|21|4|35.0789565|-78.9052946|01|09|000000|2
2|2|38000|24|4|35.0789565|-78.9052946|01|06|000000|2
2|2|38000|0|4|35.0789565|-78.9052946|03|||2
1|2|38000|6|4|35.1145660|-78.9142490|24|02||2
1|2|38000|21|4|35.1145660|-78.9142490|01|09|000000|2
2|2|38000|24|4|35.1145660|-78.9142490|01|06|000000|2
2|2|38000|0|4|35.1145660|-78.9142490|03|||2
1|2|38000|6|4|35.0508501|-78.9646680|24|02||2
1|2|38000|21|4|35.0508501|-78.9646680|01|09|000000|2
2|2|38000|24|4|35.0508501|-78.9646680|01|06|000000|2
2|2|38000|0|4|35.0508501|-78.9646680|03|||2
1|2|38000|6|4|35.0696403|-79.0173165|24|02||2
1|2|38000|21|4|35.0696403|-79.0173165|01|09|000000|2
2|2|38000|24|4|35.0696403|-79.0173165|01|06|000000|2
2|2|38000|0|4|35.0696403|-79.0173165|03|||2
1|2|38000|6|4|35.1199558|-78.8943346|24|02||2
1|2|38000|21|4|35.1199558|-78.8943346|01|09|000000|2
2|2|38000|24|4|35.1199558|-78.8943346|01|06|000000|2
2|2|38000|0|4|35.1199558|-78.8943346|03|||2
1|2|38000|6|4|35.0689640|-79.0198317|24|02||2
1|2|38000|21|4|35.0689640|-79.0198317|01|09|000000|2
2|2|38000|24|4|35.0689640|-79.0198317|01|06|000000|2
2|2|38000|0|4|35.0689640|-79.0198317|03|||2
1|2|38000|6|4|35.0631089|-79.0137881|24|02||2
1|2|38000|21|4|35.0631089|-79.0137881|01|09|000000|2
2|2|38000|24|4|35.0631089|-79.0137881|01|06|000000|2
2|2|38000|0|4|35.0631089|-79.0137881|03|||2
1|2|38000|6|4|35.0865816|-78.8847712|24|02||2
1|2|38000|21|4|35.0865816|-78.8847712|01|09|000000|2
2|2|38000|24|4|35.0865816|-78.8847712|01|06|000000|2
2|2|38000|0|4|35.0865816|-78.8847712|03|||2
1|2|38000|6|4|35.0692474|-79.0033953|24|02||2
1|2|38000|21|4|35.0692474|-79.0033953|01|09|000000|2
2|2|38000|24|4|35.0692474|-79.0033953|01|06|000000|2
2|2|38000|0|4|35.0692474|-79.0033953|03|||2
1|2|38000|6|4|35.0822054|-78.9046728|24|02||2
1|2|38000|21|4|35.0822054|-78.9046728|01|09|000000|2
2|2|38000|24|4|35.0822054|-78.9046728|01|06|000000|2
2|2|38000|0|4|35.0822054|-78.9046728|03|||2
1|2|38000|6|4|35.0654823|-79.0022914|24|02||2
1|2|38000|21|4|35.0654823|-79.0022914|01|09|000000|2
2|2|38000|24|4|35.0654823|-79.0022914|01|06|000000|2
2|2|38000|0|4|35.0654823|-79.0022914|03|||2
1|2|38000|6|4|35.0845833|-78.9013799|24|02||2
1|2|38000|21|4|35.0845833|-78.9013799|01|09|000000|2
2|2|38000|24|4|35.0845833|-78.9013799|01|06|000000|2
2|2|38000|0|4|35.0845833|-78.9013799|03|||2
1|2|38000|6|4|35.1041407|-78.9646685|24|02||2
1|2|38000|21|4|35.1041407|-78.9646685|01|09|000000|2
2|2|38000|24|4|35.1041407|-78.9646685|01|06|000000|2
2|2|38000|0|4|35.1041407|-78.9646685|03|||2
1|2|38000|6|4|35.0733355|-78.9705975|24|02||2
1|2|38000|21|4|35.0733355|-78.9705975|01|09|000000|2
2|2|38000|24|4|35.0733355|-78.9705975|01|06|000000|2
2|2|38000|0|4|35.0733355|-78.9705975|03|||2
1|2|38000|6|4|35.1000895|-78.9209960|24|02||2
1|2|38000|21|4|35.1000895|-78.9209960|01|09|000000|2
2|2|38000|24|4|35.1000895|-78.9209960|01|06|000000|2
2|2|38000|0|4|35.1000895|-78.9209960|03|||2
1|2|38000|6|4|35.0696240|-79.0082404|24|02||2
1|2|38000|21|4|35.0696240|-79.0082404|01|09|000000|2
2|2|38000|24|4|35.0696240|-79.0082404|01|06|000000|2
2|2|38000|0|4|35.0696240|-79.0082404|03|||2
1|2|38000|6|4|35.0857206|-78.9857874|24|02||2
1|2|38000|21|4|35.0857206|-78.9857874|01|09|000000|2
2|2|38000|24|4|35.0857206|-78.9857874|01|06|000000|2
2|2|38000|0|4|35.0857206|-78.9857874|03|||2
1|2|38000|6|4|35.0696098|-79.0046333|24|02||2
1|2|38000|21|4|35.0696098|-79.0046333|01|09|000000|2
2|2|38000|24|4|35.0696098|-79.0046333|01|06|000000|2
2|2|38000|0|4|35.0696098|-79.0046333|03|||2
1|2|38000|6|4|35.0803089|-78.9598974|24|02||2
1|2|38000|21|4|35.0803089|-78.9598974|01|09|000000|2
2|2|38000|24|4|35.0803089|-78.9598974|01|06|000000|2
2|2|38000|0|4|35.0803089|-78.9598974|03|||2
1|2|38000|6|4|35.0551808|-78.9799371|24|02||2
1|2|38000|21|4|35.0551808|-78.9799371|01|09|000000|2
2|2|38000|24|4|35.0551808|-78.9799371|01|06|000000|2
2|2|38000|0|4|35.0551808|-78.9799371|03|||2
1|2|38000|6|4|35.0636636|-78.8856444|24|02||2
1|2|38000|21|4|35.0636636|-78.8856444|01|09|000000|2
2|2|38000|24|4|35.0636636|-78.8856444|01|06|000000|2
2|2|38000|0|4|35.0636636|-78.8856444|03|||2
1|2|38000|6|4|35.0597270|-79.0055066|24|02||2
1|2|38000|21|4|35.0597270|-79.0055066|01|09|000000|2
2|2|38000|24|4|35.0597270|-79.0055066|01|06|000000|2
2|2|38000|0|4|35.0597270|-79.0055066|03|||2
1|2|38000|6|4|35.0615607|-78.9014840|24|02||2
1|2|38000|21|4|35.0615607|-78.9014840|01|09|000000|2
2|2|38000|24|4|35.0615607|-78.9014840|01|06|000000|2
2|2|38000|0|4|35.0615607|-78.9014840|03|||2
1|2|38000|6|4|35.0630516|-78.9767993|24|02||2
1|2|38000|21|4|35.0630516|-78.9767993|01|09|000000|2
2|2|38000|24|4|35.0630516|-78.9767993|01|06|000000|2
2|2|38000|0|4|35.0630516|-78.9767993|03|||2
1|2|38000|6|4|35.1045858|-78.9072922|24|02||2
1|2|38000|21|4|35.1045858|-78.9072922|01|09|000000|2
2|2|38000|24|4|35.1045858|-78.9072922|01|06|000000|2
2|2|38000|0|4|35.1045858|-78.9072922|03|||2
1|2|38000|6|4|35.0885572|-78.9220214|24|02||2
1|2|38000|21|4|35.0885572|-78.9220214|01|09|000000|2
2|2|38000|24|4|35.0885572|-78.9220214|01|06|000000|2
2|2|38000|0|4|35.0885572|-78.9220214|03|||2
1|2|38000|6|4|35.0821972|-78.9043873|24|02||2
1|2|38000|21|4|35.0821972|-78.9043873|01|09|000000|2
2|2|38000|24|4|35.0821972|-78.9043873|01|06|000000|2
2|2|38000|0|4|35.0821972|-78.9043873|03|||2
1|2|38000|6|4|35.0847543|-78.9053113|24|02||2
1|2|38000|21|4|35.0847543|-78.9053113|01|09|000000|2
2|2|38000|24|4|35.0847543|-78.9053113|01|06|000000|2
2|2|38000|0|4|35.0847543|-78.9053113|03|||2
1|2|38000|6|4|35.0788234|-78.9239210|24|02||2
1|2|38000|21|4|35.0788234|-78.9239210|01|09|000000|2
2|2|38000|24|4|35.0788234|-78.9239210|01|06|000000|2
2|2|38000|0|4|35.0788234|-78.9239210|03|||2
1|2|38000|6|4|35.0495183|-78.9931149|24|02||2
1|2|38000|21|4|35.0495183|-78.9931149|01|09|000000|2
2|2|38000|24|4|35.0495183|-78.9931149|01|06|000000|2
2|2|38000|0|4|35.0495183|-78.9931149|03|||2
1|2|38000|6|4|35.0713096|-79.0145256|24|02||2
1|2|38000|21|4|35.0713096|-79.0145256|01|09|000000|2
2|2|38000|24|4|35.0713096|-79.0145256|01|06|000000|2
2|2|38000|0|4|35.0713096|-79.0145256|03|||2
1|2|38000|6|4|35.1076479|-78.9411805|24|02||2
1|2|38000|21|4|35.1076479|-78.9411805|01|09|000000|2
2|2|38000|24|4|35.1076479|-78.9411805|01|06|000000|2
2|2|38000|0|4|35.1076479|-78.9411805|03|||2
1|2|38000|6|4|35.0791610|-78.9953270|24|02||2
1|2|38000|21|4|35.0791610|-78.9953270|01|09|000000|2
2|2|38000|24|4|35.0791610|-78.9953270|01|06|000000|2
2|2|38000|0|4|35.0791610|-78.9953270|03|||2
1|2|38000|6|4|35.0753065|-79.0177418|24|02||2
1|2|38000|21|4|35.0753065|-79.0177418|01|09|000000|2
2|2|38000|24|4|35.0753065|-79.0177418|01|06|000000|2
2|2|38000|0|4|35.0753065|-79.0177418|03|||2
1|2|38000|6|4|35.0555166|-78.9715724|24|02||2
1|2|38000|21|4|35.0555166|-78.9715724|01|09|000000|2
2|2|38000|24|4|35.0555166|-78.9715724|01|06|000000|2
2|2|38000|0|4|35.0555166|-78.9715724|03|||2
1|2|38000|6|4|35.1068891|-78.9237102|24|02||2
1|2|38000|21|4|35.1068891|-78.9237102|01|09|000000|2
2|2|38000|24|4|35.1068891|-78.9237102|01|06|000000|2
2|2|38000|0|4|35.1068891|-78.9237102|03|||2
1|2|38000|6|4|35.1086723|-78.9054667|24|02||2
1|2|38000|21|4|35.1086723|-78.9054667|01|09|000000|2
2|2|38000|24|4|35.1086723|-78.9054667|01|06|000000|2
2|2|38000|0|4|35.1086723|-78.9054667|03|||2
1|2|38000|6|4|35.0955056|-78.9402194|24|02||2
1|2|38000|21|4|35.0955056|-78.9402194|01|09|000000|2
2|2|38000|24|4|35.0955056|-78.9402194|01|06|000000|2
2|2|38000|0|4|35.0955056|-78.9402194|03|||2
1|2|38000|6|4|35.0780231|-78.9062950|24|02||2
1|2|38000|21|4|35.0780231|-78.9062950|01|09|000000|2
2|2|38000|24|4|35.0780231|-78.9062950|01|06|000000|2
2|2|38000|0|4|35.0780231|-78.9062950|03|||2
1|2|38000|6|4|35.1272038|-78.8728503|24|02||2
1|2|38000|21|4|35.1272038|-78.8728503|01|09|000000|2
2|2|38000|24|4|35.1272038|-78.8728503|01|06|000000|2
2|2|38000|0|4|35.1272038|-78.8728503|03|||2
1|2|38000|6|4|35.1394532|-78.8747243|24|02||2
1|2|38000|21|4|35.1394532|-78.8747243|01|09|000000|2
2|2|38000|24|4|35.1394532|-78.8747243|01|06|000000|2
2|2|38000|0|4|35.1394532|-78.8747243|03|||2
1|2|38000|6|4|35.0813596|-78.9044847|24|02||2
1|2|38000|21|4|35.0813596|-78.9044847|01|09|000000|2
2|2|38000|24|4|35.0813596|-78.9044847|01|06|000000|2
2|2|38000|0|4|35.0813596|-78.9044847|03|||2
1|2|38000|6|4|35.1086948|-78.9120420|24|02||2
1|2|38000|21|4|35.1086948|-78.9120420|01|09|000000|2
2|2|38000|24|4|35.1086948|-78.9120420|01|06|000000|2
2|2|38000|0|4|35.1086948|-78.9120420|03|||2
1|2|38000|6|4|35.0648603|-78.9763666|24|02||2
1|2|38000|21|4|35.0648603|-78.9763666|01|09|000000|2
2|2|38000|24|4|35.0648603|-78.9763666|01|06|000000|2
2|2|38000|0|4|35.0648603|-78.9763666|03|||2
1|2|38000|6|4|35.0609954|-79.0087411|24|02||2
1|2|38000|21|4|35.0609954|-79.0087411|01|09|000000|2
2|2|38000|24|4|35.0609954|-79.0087411|01|06|000000|2
2|2|38000|0|4|35.0609954|-79.0087411|03|||2
1|2|38000|6|4|35.0750070|-78.8983560|24|02||2
1|2|38000|21|4|35.0750070|-78.8983560|01|09|000000|2
2|2|38000|24|4|35.0750070|-78.8983560|01|06|000000|2
2|2|38000|0|4|35.0750070|-78.8983560|03|||2
1|2|38000|6|4|35.0760232|-78.9042308|24|02||2
1|2|38000|21|4|35.0760232|-78.9042308|01|09|000000|2
2|2|38000|24|4|35.0760232|-78.9042308|01|06|000000|2
2|2|38000|0|4|35.0760232|-78.9042308|03|||2
1|2|38000|6|4|35.0776161|-78.9766164|24|02||2
1|2|38000|21|4|35.0776161|-78.9766164|01|09|000000|2
2|2|38000|24|4|35.0776161|-78.9766164|01|06|000000|2
2|2|38000|0|4|35.0776161|-78.9766164|03|||2
1|2|38000|6|4|35.0707311|-79.0086721|24|02||2
1|2|38000|21|4|35.0707311|-79.0086721|01|09|000000|2
2|2|38000|24|4|35.0707311|-79.0086721|01|06|000000|2
2|2|38000|0|4|35.0707311|-79.0086721|03|||2
1|2|38000|6|4|35.0768296|-78.9037558|24|02||2
1|2|38000|21|4|35.0768296|-78.9037558|01|09|000000|2
2|2|38000|24|4|35.0768296|-78.9037558|01|06|000000|2
2|2|38000|0|4|35.0768296|-78.9037558|03|||2
1|2|38000|6|4|35.0781019|-78.9041839|24|02||2
1|2|38000|21|4|35.0781019|-78.9041839|01|09|000000|2
2|2|38000|24|4|35.0781019|-78.9041839|01|06|000000|2
2|2|38000|0|4|35.0781019|-78.9041839|03|||2
1|2|38000|6|4|35.0476204|-78.9715711|24|02||2
1|2|38000|21|4|35.0476204|-78.9715711|01|09|000000|2
2|2|38000|24|4|35.0476204|-78.9715711|01|06|000000|2
2|2|38000|0|4|35.0476204|-78.9715711|03|||2
1|2|38000|6|4|35.0533361|-78.9920764|24|02||2
1|2|38000|21|4|35.0533361|-78.9920764|01|09|000000|2
2|2|38000|24|4|35.0533361|-78.9920764|01|06|000000|2
2|2|38000|0|4|35.0533361|-78.9920764|03|||2
1|2|38000|6|4|35.0645320|-78.9534512|24|02||2
1|2|38000|21|4|35.0645320|-78.9534512|01|09|000000|2
2|2|38000|24|4|35.0645320|-78.9534512|01|06|000000|2
2|2|38000|0|4|35.0645320|-78.9534512|03|||2
1|2|38000|6|4|35.0516283|-78.9700920|24|02||2
1|2|38000|21|4|35.0516283|-78.9700920|01|09|000000|2
2|2|38000|24|4|35.0516283|-78.9700920|01|06|000000|2
2|2|38000|0|4|35.0516283|-78.9700920|03|||2
1|1|41800|72|2|35.8270793|-81.4185004|01|07|000000|1
2|1|41800|67|2|35.8270793|-81.4185004|01|09|000000|1
1|1|41800|72|2|35.8659320|-81.5895191|01|07|000000|1
2|1|41800|67|2|35.8659320|-81.5895191|01|09|000000|1
1|1|41800|72|2|35.9748075|-81.8950698|01|07|000000|1
2|1|41800|67|2|35.9748075|-81.8950698|01|09|000000|1
1|1|41800|72|2|35.8227692|-81.3466789|01|07|000000|1
2|1|41800|67|2|35.8227692|-81.3466789|01|09|000000|1
1|1|41800|72|2|35.7437139|-81.6648764|01|07|000000|1
2|1|41800|67|2|35.7437139|-81.6648764|01|09|000000|1
1|1|41800|72|2|35.8554167|-81.3377688|01|07|000000|1
2|1|41800|67|2|35.8554167|-81.3377688|01|09|000000|1
1|1|41800|72|2|35.9526145|-81.5163121|01|07|000000|1
2|1|41800|67|2|35.9526145|-81.5163121|01|09|000000|1
1|1|41800|72|2|35.9177736|-81.1309416|01|07|000000|1
2|1|41800|67|2|35.9177736|-81.1309416|01|09|000000|1
1|1|41800|72|2|35.7831401|-81.3692156|01|07|000000|1
2|1|41800|67|2|35.7831401|-81.3692156|01|09|000000|1
1|1|41800|72|2|35.6223912|-81.5410685|01|07|000000|1
2|1|41800|67|2|35.6223912|-81.5410685|01|09|000000|1
1|1|41800|72|2|35.8143319|-81.2868622|01|07|000000|1
2|1|41800|67|2|35.8143319|-81.2868622|01|09|000000|1
1|1|40000|32|4|36.2231992|-78.2882669|01|11|040000|1
2|1|40000|38|4|36.2231992|-78.2882669|01|13|000000|1
2|1|40000|5|4|36.2231992|-78.2882669|01|01||1
2|1|40000|2|4|36.2231992|-78.2882669|01|||1
1|1|40000|32|4|35.6813932|-78.3237801|01|11|040000|1
2|1|40000|38|4|35.6813932|-78.3237801|01|13|000000|1
2|1|40000|5|4|35.6813932|-78.3237801|01|01||1
2|1|40000|2|4|35.6813932|-78.3237801|01|||1
1|1|40000|32|4|35.6416532|-78.4544349|01|11|040000|1
2|1|40000|38|4|35.6416532|-78.4544349|01|13|000000|1
2|1|40000|5|4|35.6416532|-78.4544349|01|01||1
2|1|40000|2|4|35.6416532|-78.4544349|01|||1
1|1|40000|32|4|35.6790194|-78.3220189|01|11|040000|1
2|1|40000|38|4|35.6790194|-78.3220189|01|13|000000|1
2|1|40000|5|4|35.6790194|-78.3220189|01|01||1
2|1|40000|2|4|35.6790194|-78.3220189|01|||1
1|1|40000|32|4|36.0397851|-78.2206841|01|11|040000|1
2|1|40000|38|4|36.0397851|-78.2206841|01|13|000000|1
2|1|40000|5|4|36.0397851|-78.2206841|01|01||1
2|1|40000|2|4|36.0397851|-78.2206841|01|||1
1|1|40000|32|4|35.9555057|-78.2528159|01|11|040000|1
2|1|40000|38|4|35.9555057|-78.2528159|01|13|000000|1
2|1|40000|5|4|35.9555057|-78.2528159|01|01||1
2|1|40000|2|4|35.9555057|-78.2528159|01|||1
1|1|40000|32|4|35.5088776|-78.2463060|01|11|040000|1
2|1|40000|38|4|35.5088776|-78.2463060|01|13|000000|1
2|1|40000|5|4|35.5088776|-78.2463060|01|01||1
2|1|40000|2|4|35.5088776|-78.2463060|01|||1
1|1|40000|32|4|35.6879090|-78.4833777|01|11|040000|1
2|1|40000|38|4|35.6879090|-78.4833777|01|13|000000|1
2|1|40000|5|4|35.6879090|-78.4833777|01|01||1
2|1|40000|2|4|35.6879090|-78.4833777|01|||1
1|1|40000|32|4|35.6932638|-78.3506310|01|11|040000|1
2|1|40000|38|4|35.6932638|-78.3506310|01|13|000000|1
2|1|40000|5|4|35.6932638|-78.3506310|01|01||1
2|1|40000|2|4|35.6932638|-78.3506310|01|||1
1|1|40000|32|4|36.1910718|-78.1713145|01|11|040000|1
2|1|40000|38|4|36.1910718|-78.1713145|01|13|000000|1
2|1|40000|5|4|36.1910718|-78.1713145|01|01||1
2|1|40000|2|4|36.1910718|-78.1713145|01|||1
1|1|40000|32|4|35.5913625|-78.5626731|01|11|040000|1
2|1|40000|38|4|35.5913625|-78.5626731|01|13|000000|1
2|1|40000|5|4|35.5913625|-78.5626731|01|01||1
2|1|40000|2|4|35.5913625|-78.5626731|01|||1
1|1|40000|32|4|35.5733252|-78.6264198|01|11|040000|1
2|1|40000|38|4|35.5733252|-78.6264198|01|13|000000|1
2|1|40000|5|4|35.5733252|-78.6264198|01|01||1
2|1|40000|2|4|35.5733252|-78.6264198|01|||1
1|1|40000|32|4|36.0662634|-78.3115257|01|11|040000|1
2|1|40000|38|4|36.0662634|-78.3115257|01|13|000000|1
2|1|40000|5|4|36.0662634|-78.3115257|01|01||1
2|1|40000|2|4|36.0662634|-78.3115257|01|||1
1|1|40000|32|4|36.0044452|-78.2972488|01|11|040000|1
2|1|40000|38|4|36.0044452|-78.2972488|01|13|000000|1
2|1|40000|5|4|36.0044452|-78.2972488|01|01||1
2|1|40000|2|4|36.0044452|-78.2972488|01|||1
1|1|40000|32|4|35.5833036|-78.5691958|01|11|040000|1
2|1|40000|38|4|35.5833036|-78.5691958|01|13|000000|1
2|1|40000|5|4|35.5833036|-78.5691958|01|01||1
2|1|40000|2|4|35.5833036|-78.5691958|01|||1
1|1|40000|32|4|35.4742729|-78.3769814|01|11|040000|1
2|1|40000|38|4|35.4742729|-78.3769814|01|13|000000|1
2|1|40000|5|4|35.4742729|-78.3769814|01|01||1
2|1|40000|2|4|35.4742729|-78.3769814|01|||1
1|1|40000|32|4|35.6756892|-78.3438124|01|11|040000|1
2|1|40000|38|4|35.6756892|-78.3438124|01|13|000000|1
2|1|40000|5|4|35.6756892|-78.3438124|01|01||1
2|1|40000|2|4|35.6756892|-78.3438124|01|||1
1|1|40000|32|4|36.2228833|-78.2743095|01|11|040000|1
2|1|40000|38|4|36.2228833|-78.2743095|01|13|000000|1
2|1|40000|5|4|36.2228833|-78.2743095|01|01||1
2|1|40000|2|4|36.2228833|-78.2743095|01|||1
1|8|24000|48|4|36.0995524|-79.5141462|11|11|000000|8
2|8|24000|8|4|36.0995524|-79.5141462|11|02||8
2|8|24000|5|4|36.0995524|-79.5141462|11|02||8
2|8|24000|40|4|36.0995524|-79.5141462|11|10|000000|8
1|8|24000|48|4|36.1368301|-79.3408247|11|11|000000|8
2|8|24000|8|4|36.1368301|-79.3408247|11|02||8
2|8|24000|5|4|36.1368301|-79.3408247|11|02||8
2|8|24000|40|4|36.1368301|-79.3408247|11|10|000000|8
1|8|24000|48|4|36.0780684|-79.3979928|11|11|000000|8
2|8|24000|8|4|36.0780684|-79.3979928|11|02||8
2|8|24000|5|4|36.0780684|-79.3979928|11|02||8
2|8|24000|40|4|36.0780684|-79.3979928|11|10|000000|8
1|8|24000|48|4|36.0771078|-79.3962949|11|11|000000|8
2|8|24000|8|4|36.0771078|-79.3962949|11|02||8
2|8|24000|5|4|36.0771078|-79.3962949|11|02||8
2|8|24000|40|4|36.0771078|-79.3962949|11|10|000000|8
1|8|24000|48|4|36.0932368|-79.3617760|11|11|000000|8
2|8|24000|8|4|36.0932368|-79.3617760|11|02||8
2|8|24000|5|4|36.0932368|-79.3617760|11|02||8
2|8|24000|40|4|36.0932368|-79.3617760|11|10|000000|8
1|8|24000|48|4|36.0991831|-79.4798182|11|11|000000|8
2|8|24000|8|4|36.0991831|-79.4798182|11|02||8
2|8|24000|5|4|36.0991831|-79.4798182|11|02||8
2|8|24000|40|4|36.0991831|-79.4798182|11|10|000000|8
1|8|24000|48|4|36.0763355|-79.4236853|11|11|000000|8
2|8|24000|8|4|36.0763355|-79.4236853|11|02||8
2|8|24000|5|4|36.0763355|-79.4236853|11|02||8
2|8|24000|40|4|36.0763355|-79.4236853|11|10|000000|8
1|8|24000|48|4|36.0819226|-79.4014739|11|11|000000|8
2|8|24000|8|4|36.0819226|-79.4014739|11|02||8
2|8|24000|5|4|36.0819226|-79.4014739|11|02||8
2|8|24000|40|4|36.0819226|-79.4014739|11|10|000000|8
1|8|24000|48|4|36.1155153|-79.3874947|11|11|000000|8
2|8|24000|8|4|36.1155153|-79.3874947|11|02||8
2|8|24000|5|4|36.1155153|-79.3874947|11|02||8
2|8|24000|40|4|36.1155153|-79.3874947|11|10|000000|8
1|8|24000|48|4|36.0852375|-79.4326697|11|11|000000|8
2|8|24000|8|4|36.0852375|-79.4326697|11|02||8
2|8|24000|5|4|36.0852375|-79.4326697|11|02||8
2|8|24000|40|4|36.0852375|-79.4326697|11|10|000000|8
1|8|24000|48|4|36.0891796|-79.3910880|11|11|000000|8
2|8|24000|8|4|36.0891796|-79.3910880|11|02||8
2|8|24000|5|4|36.0891796|-79.3910880|11|02||8
2|8|24000|40|4|36.0891796|-79.3910880|11|10|000000|8
1|8|24000|48|4|36.0670833|-79.3756358|11|11|000000|8
2|8|24000|8|4|36.0670833|-79.3756358|11|02||8
2|8|24000|5|4|36.0670833|-79.3756358|11|02||8
2|8|24000|40|4|36.0670833|-79.3756358|11|10|000000|8
1|8|24000|48|4|36.0939832|-79.4157377|11|11|000000|8
2|8|24000|8|4|36.0939832|-79.4157377|11|02||8
2|8|24000|5|4|36.0939832|-79.4157377|11|02||8
2|8|24000|40|4|36.0939832|-79.4157377|11|10|000000|8
1|8|24000|48|4|36.0822918|-79.3984724|11|11|000000|8
2|8|24000|8|4|36.0822918|-79.3984724|11|02||8
2|8|24000|5|4|36.0822918|-79.3984724|11|02||8
2|8|24000|40|4|36.0822918|-79.3984724|11|10|000000|8
1|8|24000|48|4|36.1109138|-79.4586359|11|11|000000|8
2|8|24000|8|4|36.1109138|-79.4586359|11|02||8
2|8|24000|5|4|36.1109138|-79.4586359|11|02||8
2|8|24000|40|4|36.1109138|-79.4586359|11|10|000000|8
1|8|24000|48|4|36.0779769|-79.4237175|11|11|000000|8
2|8|24000|8|4|36.0779769|-79.4237175|11|02||8
2|8|24000|5|4|36.0779769|-79.4237175|11|02||8
2|8|24000|40|4|36.0779769|-79.4237175|11|10|000000|8
1|8|24000|48|4|36.0924883|-79.4784807|11|11|000000|8
2|8|24000|8|4|36.0924883|-79.4784807|11|02||8
2|8|24000|5|4|36.0924883|-79.4784807|11|02||8
2|8|24000|40|4|36.0924883|-79.4784807|11|10|000000|8
1|8|24000|48|4|36.1051647|-79.4057735|11|11|000000|8
2|8|24000|8|4|36.1051647|-79.4057735|11|02||8
2|8|24000|5|4|36.1051647|-79.4057735|11|02||8
2|8|24000|40|4|36.1051647|-79.4057735|11|10|000000|8
1|8|24000|48|4|35.9053635|-79.4800081|11|11|000000|8
2|8|24000|8|4|35.9053635|-79.4800081|11|02||8
2|8|24000|5|4|35.9053635|-79.4800081|11|02||8
2|8|24000|40|4|35.9053635|-79.4800081|11|10|000000|8
1|8|24000|48|4|36.0750161|-79.4092349|11|11|000000|8
2|8|24000|8|4|36.0750161|-79.4092349|11|02||8
2|8|24000|5|4|36.0750161|-79.4092349|11|02||8
2|8|24000|40|4|36.0750161|-79.4092349|11|10|000000|8
1|8|24000|48|4|36.0751335|-79.4567366|11|11|000000|8
2|8|24000|8|4|36.0751335|-79.4567366|11|02||8
2|8|24000|5|4|36.0751335|-79.4567366|11|02||8
2|8|24000|40|4|36.0751335|-79.4567366|11|10|000000|8
1|8|24000|48|4|36.0988764|-79.4285744|11|11|000000|8
